GameID;GameNumber;GameDate;Opponent;Spot;Sub;Pos;2Boff;3Boff;HRoff;SBoff;CSby;PickBy;HBPby;IBBBy;CIinn;Year;RoundName;League;PlayerID;Player;G;PA;AB;R;H;RBI;2B;3B;HR;TB;XBH;SB;CS;Pick;BB;SO;HBP;S;SF;IBB;GIDP;2-out RBI;CI;RLISC;LOB;Teamname;RISP;BA;OBP;SLG;OPS;SBPct;PA/BB;BB/SO;SO/AB
10992;235;11.07.2020;Wil Pirates II;1;0;7;Borando ,Borando;0;0;0;0;0;0;0;0;2020;VR;NLB;3678;Gränz, Mi. LIO;14;4;4;2;2;0;2;0;0;4;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Zürich Lions;0/0;0.5;0.5;1;1.5;.---;-.--;0;0.25
10992;235;11.07.2020;Wil Pirates II;2;0;6;0;0;0;2nd base off Borando/Scherrer ,2nd base off Borando/Scherrer ,3rd base off Borando/Scherrer ,2nd base off Fussenegger/Scherrer ,3rd base off Fussenegger/Scherrer;0;0;0;0;0;2020;VR;NLB;4128;Streicher, Ma. LIO;16;4;3;1;3;0;0;0;0;3;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;Zürich Lions;01. Jan;1;1;1;2;1;4;-.--;0
10992;235;11.07.2020;Wil Pirates II;3;0;8;0;0;0;2nd base off Borando/Scherrer ,2nd base off Borando/Scherrer ,2nd base off Fussenegger/Scherrer;0;0;0;0;0;2020;VR;NLB;3916;Novas Gil, Lu. LIO;16;4;3;1;0;1;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;2;Zürich Lions;0/3;0;0.25;0;0.25;1;4;-.--;0
10992;235;11.07.2020;Wil Pirates II;4;0;5;0;0;0;0;0;0;0;0;0;2020;VR;NLB;3594;Dreiding, Ma. LIO;16;4;3;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;5;Zürich Lions;0/3;0;0.25;0;0.25;.---;4;0.5;0.67
10992;235;11.07.2020;Wil Pirates II;5;0;1;0;0;0;0;0;0;0;0;0;2020;VR;NLB;4119;Stevens, Ne. LIO;12;4;4;0;1;2;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;5;Zürich Lions;01. Mär;0.25;0.25;0.25;0.5;.---;-.--;0;0.5
10992;235;11.07.2020;Wil Pirates II;6;0;2;0;0;0;0;0;0;0;0;0;2020;VR;NLB;3750;Inauen, An. LIO;12;3;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;5;Zürich Lions;0/2;0;0;0;0;.---;-.--;0;0.5
10992;235;11.07.2020;Wil Pirates II;7;0;4;0;0;0;2nd base off Borando/Scherrer;0;0;0;0;0;2020;VR;NLB;4038;Sanchez, Ra. LIO;12;3;3;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;2;3;Zürich Lions;01. Feb;0.333;0.333;0.333;0.667;1;-.--;0;0.33
10992;235;11.07.2020;Wil Pirates II;8;0;3;0;0;0;0;0;0;0;0;0;2020;VR;NLB;9121;Werder, Ni. LIO;10;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Zürich Lions;0/1;0;0;0;0;.---;-.--;-.--;0
10992;235;11.07.2020;Wil Pirates II;9;0;9;0;0;0;0;0;0;0;0;0;2020;VR;NLB;31429;Deans, Ma. LIO;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;2;Zürich Lions;0/1;0;0;0;0;.---;-.--;0;0.67
10992;235;11.07.2020;Zürich Lions;1;0;5;0;0;0;0;0;0;0;0;0;2020;VR;NLB;21164;Sutter, No. WP2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;2;Wil Pirates II;0/2;0;0;0;0;.---;-.--;0;0.75
10992;235;11.07.2020;Zürich Lions;2;0;4 ,1;0;0;0;0;0;0;0;0;0;2020;VR;NLB;3649;Fussenegger, Ma. WP2;11;4;4;1;2;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Wil Pirates II;01. Jan;0.5;0.5;0.5;1;.---;-.--;-.--;0
10992;235;11.07.2020;Zürich Lions;3;0;8;0;0;0;0;0;0;0;0;0;2020;VR;NLB;17629;Carmenate , Ad. WP2;13;4;3;0;2;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Wil Pirates II;0/0;0.667;0.5;0.667;1.167;.---;-.--;-.--;0
10992;235;11.07.2020;Zürich Lions;4;0;2;0;0;0;2nd base off Stevens/Inauen;0;0;0;0;0;2020;VR;NLB;19915;Scherrer, Do. WP2;15;4;3;0;2;0;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;Wil Pirates II;0/0;0.667;0.75;0.667;1.417;1;4;-.--;0
10992;235;11.07.2020;Zürich Lions;5;0;6;0;0;0;2nd base off Stevens/Inauen ,2nd base off Stevens/Inauen;0;0;0;0;0;2020;VR;NLB;3497;Borando, Al. WP2;15;4;4;0;1;0;0;0;0;1;0;2;0;0;0;1;0;0;0;0;0;0;0;2;5;Wil Pirates II;0/3;0.25;0.25;0.25;0.5;1;-.--;0;0.25
10992;235;11.07.2020;Zürich Lions;6;0;7;0;0;0;0;0;0;0;0;0;2020;VR;NLB;9892;Arajuo, Ti. WP2;7;4;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;3;Wil Pirates II;0/2;0;0;0;0;.---;-.--;0;0.5
10992;235;11.07.2020;Zürich Lions;7;0;9;0;0;0;0;0;0;0;0;0;2020;VR;NLB;21250;Djordjevic, Kr. LIO;8;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;Zürich Lions;0/1;0;0;0;0;.---;-.--;0;0.5
