GameID;GameNumber;GameDate;Opponent;Spot;Sub;Pos;2Boff;3Boff;HRoff;SBoff;CSby;PickBy;HBPby;IBBBy;CIinn;Year;RoundName;League;PlayerID;Player;G;PA;AB;R;H;RBI;2B;3B;HR;TB;XBH;SB;CS;Pick;BB;SO;HBP;S;SF;IBB;GIDP;2-out RBI;CI;RLISC;LOB;Teamname;RISP;BA;OBP;SLG;OPS;SBPct;PA/BB;BB/SO;SO/AB
10939;260;02.08.2020;Embrach Mustangs;1;0;7;0;0;0;0;0;0;by Albrecht;0;0;2020;VR;NLB;3678;Gränz, Mi. LIO;14;5;2;2;0;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;2;Zürich Lions;0/1;0;0.4;0;0.4;.---;5;1;0.5
10939;260;02.08.2020;Embrach Mustangs;2;0;6 ,2;0;0;0;2nd base off Byrnes/Kästli ,2nd base off Byrnes/Kästli;0;0;by Byrnes;0;0;2020;VR;NLB;4128;Streicher, Ma. LIO;16;5;4;4;2;1;0;0;0;2;0;2;0;0;0;0;1;0;0;0;0;3;0;0;1;Zürich Lions;01. Jan;0.5;0.6;0.5;1.1;1;-.--;-.--;0
10939;260;02.08.2020;Embrach Mustangs;3;0;4;Byrnes;0;0;0;3rd base by Byrnes/Kästli;0;0;0;0;2020;VR;NLB;3640;Frei, Ka. LIO;13;5;5;2;3;1;1;0;0;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;4;Zürich Lions;02. Mär;0.6;0.6;0.8;1.4;0;-.--;-.--;0
10939;260;02.08.2020;Embrach Mustangs;4;0;8;0;0;0;0;0;0;0;0;0;2020;VR;NLB;3916;Novas Gil, Lu. LIO;16;5;4;4;3;2;0;0;0;3;0;0;0;0;1;1;0;0;0;0;0;3;0;0;0;Zürich Lions;02. Feb;0.75;0.8;0.75;1.55;.---;5;1;0.25
10939;260;02.08.2020;Embrach Mustangs;5;0;5;Byrnes ,Byrnes;0;0;0;0;0;0;0;0;2020;VR;NLB;3594;Dreiding, Ma. LIO;16;5;5;2;3;6;2;0;0;5;2;0;0;0;0;0;0;0;0;0;0;1;0;0;2;Zürich Lions;02. Apr;0.6;0.6;1;1.6;.---;-.--;-.--;0
10939;260;02.08.2020;Embrach Mustangs;6;0;9;Byrnes;0;0;0;0;0;0;0;0;2020;VR;NLB;21430;Rosario Sepulveda, Ra. LIO;11;5;4;1;2;3;1;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;1;2;Zürich Lions;02. Apr;0.5;0.6;0.75;1.35;.---;5;-.--;0
10939;260;02.08.2020;Embrach Mustangs;7;0;3;0;0;0;0;0;0;0;0;0;2020;VR;NLB;6388;Kessler, Be. LIO;9;3;3;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;Zürich Lions;0/2;0.333;0.333;0.333;0.667;.---;-.--;-.--;0
10939;260;02.08.2020;Embrach Mustangs;7;1;3;0;0;0;0;0;0;0;0;0;2020;VR;NLB;9121;Werder, Ni. LIO;10;2;2;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;Zürich Lions;01. Feb;0.5;0.5;0.5;1;.---;-.--;0;0.5
10939;260;02.08.2020;Embrach Mustangs;8;0;2;0;0;0;2nd base off Byrnes/Kästli ,2nd base off Byrnes/Kästli;0;0;0;0;0;2020;VR;NLB;3750;Inauen, An. LIO;12;3;3;2;2;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;Zürich Lions;0/1;0.667;0.667;0.667;1.333;1;-.--;-.--;0
10939;260;02.08.2020;Embrach Mustangs;8;1;6;0;0;0;0;0;0;0;0;0;2020;VR;NLB;4038;Sanchez, Ra. LIO;12;2;2;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Zürich Lions;01. Feb;0.5;0.5;0.5;1;.---;-.--;-.--;0
10939;260;02.08.2020;Embrach Mustangs;9;0;10;0;0;0;0;0;0;0;0;0;2020;VR;NLB;3992;Reyes, Ca. LIO;9;5;5;0;1;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;1;8;Zürich Lions;0/3;0.2;0.2;0.2;0.4;.---;-.--;0;0.4
10939;260;02.08.2020;Embrach Mustangs;10;0;1;0;0;0;0;0;0;0;0;0;2020;VR;NLB;4119;Stevens, Ne. LIO;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Zürich Lions;0/0;.---;.---;.---;.---;.---;-.--;-.--;-.--
10939;260;02.08.2020;Zürich Lions;1;0;6;0;0;0;2nd base off Stevens/Inauen;0;0;0;0;0;2020;VR;NLB;3745;Imhof, Be. MUS;14;4;1;1;0;1;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;2;2;Embrach Mustangs;0/1;0;0.75;0;0.75;1;1.33;-.--;0
10939;260;02.08.2020;Zürich Lions;2;0;2;0;0;0;0;0;0;0;0;0;2020;VR;NLB;3771;Kästli, Ma. MUS;18;4;4;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Embrach Mustangs;01. Mär;0.25;0.25;0.25;0.5;.---;-.--;-.--;0
10939;260;02.08.2020;Zürich Lions;3;0;8;0;0;0;0;0;0;0;0;0;2020;VR;NLB;29093;Azor Kery, Jh. MUS;16;4;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;4;Embrach Mustangs;0/2;0;0.25;0;0.25;.---;4;1;0.33
