GameID;GameNumber;GameDate;Opponent;Spot;Sub;Pos;2Boff;3Boff;HRoff;SBoff;CSby;PickBy;HBPby;IBBBy;CIinn;Year;RoundName;League;PlayerID;Player;G;PA;AB;R;H;RBI;2B;3B;HR;TB;XBH;SB;CS;Pick;BB;SO;HBP;S;SF;IBB;GIDP;2-out RBI;CI;RLISC;LOB;Teamname;RISP;BA;OBP;SLG;OPS;SBPct;PA/BB;BB/SO;SO/AB
10995;224;28.06.2020;Zürich Barracudas II;1;0;2 ,1;0;0;0;0;0;0;0;0;0;2020;VR;NLB;4128;Streicher, Ma. LIO;16;3;3;2;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;Zürich Lions;0/0;0.333;0.333;0.333;0.667;.---;-.--;0;0.33
10995;224;28.06.2020;Zürich Barracudas II;2;0;9;0;0;0;0;0;0;0;0;0;2020;VR;NLB;4119;Stevens, Ne. LIO;12;3;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;Zürich Lions;0/0;0;0.667;0;0.667;.---;1.5;2;1
10995;224;28.06.2020;Zürich Barracudas II;3;0;8 ,1 ,6;0;0;0;0;0;0;0;0;0;2020;VR;NLB;3916;Novas Gil, Lu. LIO;16;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;Zürich Lions;0/1;0;0;0;0;.---;-.--;0;0.33
10995;224;28.06.2020;Zürich Barracudas II;4;0;1 ,5;0;0;0;0;0;0;0;0;0;2020;VR;NLB;3594;Dreiding, Ma. LIO;16;3;3;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Zürich Lions;01. Jan;0.333;0.333;0.333;0.667;.---;-.--;-.--;0
10995;224;28.06.2020;Zürich Barracudas II;5;0;4 ,1 ,8;0;0;0;0;0;0;by Ventura Rosado;0;0;2020;VR;NLB;3640;Frei, Ka. LIO;13;3;2;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;8;2;Zürich Lions;0/1;0;0.333;0;0.333;.---;-.--;0;1
10995;224;28.06.2020;Zürich Barracudas II;6;0;7;0;0;0;0;0;0;0;0;0;2020;VR;NLB;3678;Gränz, Mi. LIO;14;3;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;Zürich Lions;0/0;0;0.333;0;0.333;.---;3;1;0.5
10995;224;28.06.2020;Zürich Barracudas II;7;0;6 ,2;0;0;0;0;0;0;0;0;0;2020;VR;NLB;3750;Inauen, An. LIO;12;3;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Zürich Lions;0/1;0;0.333;0;0.333;.---;3;-.--;0
10995;224;28.06.2020;Zürich Barracudas II;8;0;3;0;0;0;0;0;0;0;0;0;2020;VR;NLB;9121;Werder, Ni. LIO;10;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;3;Zürich Lions;0/1;0;0;0;0;.---;-.--;0;0.33
10995;224;28.06.2020;Zürich Barracudas II;9;0;5 ,1 ,4;0;0;0;0;0;0;0;0;0;2020;VR;NLB;4038;Sanchez, Ra. LIO;12;2;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Zürich Lions;0/0;0.5;0.5;0.5;1;.---;-.--;-.--;0
10995;224;28.06.2020;Zürich Lions;1;0;8;0;0;0;2nd base off Dreiding/Streicher;0;0;0;0;0;2020;VR;NLB;26400;Del Valle Diaz, El. BAR;15;5;2;4;1;0;0;0;0;1;0;1;0;0;3;0;0;0;0;0;1;0;0;0;1;Zürich Barracudas II;0/0;0.5;0.8;0.5;1.3;1;1.67;-.--;0
10995;224;28.06.2020;Zürich Lions;2;0;2;Dreiding;0;0;0;0;0;0;0;0;2020;VR;NLB;3825;Litscher, Sa. BAR;11;4;3;3;2;3;1;0;0;3;1;0;0;0;1;1;0;0;0;0;0;0;0;0;2;Zürich Barracudas II;02. Mär;0.667;0.75;1;1.75;.---;4;1;0.33
10995;224;28.06.2020;Zürich Lions;3;0;6;0;0;0;2nd base off Dreiding/Streicher;0;0;0;0;0;2020;VR;NLB;3531;Bundi, Li. BAR;15;4;3;3;2;2;0;0;0;2;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;Zürich Barracudas II;02. Feb;0.667;0.75;0.667;1.417;1;4;1;0.33
10995;224;28.06.2020;Zürich Lions;4;0;10;Novas Gil;0;0;0;0;0;0;0;0;2020;VR;NLB;24327;Pedroso Munoz, Yo. BAR;15;4;4;3;3;4;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Zürich Barracudas II;02. Mär;0.75;0.75;1;1.75;.---;-.--;-.--;0
10995;224;28.06.2020;Zürich Lions;5;0;3;0;0;0;0;0;0;0;0;0;2020;VR;NLB;9108;Scheffler, Do. BAR;11;4;2;3;1;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0;0;1;Zürich Barracudas II;0/1;0.5;0.75;0.5;1.25;.---;2;-.--;0
10995;224;28.06.2020;Zürich Lions;6;0;7;0;0;0;0;0;0;0;0;0;2020;VR;NLB;3862;Meier, Mi. BAR;10;3;2;2;2;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Zürich Barracudas II;01. Jan;1;1;1;2;.---;3;-.--;0
10995;224;28.06.2020;Zürich Lions;6;1;11 ,7;0;0;0;0;0;0;0;0;0;2020;VR;NLB;23329;Finol Berrueta, Es. BAR;8;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Zürich Barracudas II;0/0;.---;1;.---;.---;.---;1;-.--;-.--
10995;224;28.06.2020;Zürich Lions;7;0;9;0;0;0;0;0;0;0;0;0;2020;VR;NLB;4187;Vonderschmitt, Ke. BAR;14;4;4;1;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3;Zürich Barracudas II;01. Mär;0.25;0.25;0.25;0.5;.---;-.--;-.--;0
10995;224;28.06.2020;Zürich Lions;8;0;5;0;0;0;0;0;0;0;0;0;2020;VR;NLB;19853;Rutz, Ni. BAR;7;4;4;0;2;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;Zürich Barracudas II;01. Feb;0.5;0.5;0.5;1;.---;-.--;-.--;0
10995;224;28.06.2020;Zürich Lions;9;0;4;0;0;0;0;0;0;0;0;0;2020;VR;NLB;9073;Bundi, Fa. BAR;15;4;3;2;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;2;3;Zürich Barracudas II;01. Feb;0.333;0.5;0.333;0.833;.---;4;1;0.33
10995;224;28.06.2020;Zürich Lions;10;0;1;0;0;0;0;0;0;0;0;0;2020;VR;NLB;29170;Ventura Rosado, An. BAR;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Zürich Barracudas II;0/0;.---;.---;.---;.---;.---;-.--;-.--;-.--
